320,165
312,180
320,195
312,210
320,225
312,240
320,255
312,270
320,285
312,300
320,315
312,330
320,345
312,360
320,375
312,390
320,405
312,420
320,435
312,450
320,465
312,480
320,495
330,0
338,15
330,30
338,45
330,60
338,75
330,90
338,105
330,120
338,135
330,150
338,165
330,180
338,195
330,210
338,225
330,240
338,255
330,270
338,285
330,300
338,315
330,330
338,345
330,360
338,375
330,390
338,405
330,420
338,435
330,450
338,465
330,480
338,495
347,0
355,15
347,30
355,45
347,60
355,75
347,90
355,105
347,120
355,135
347,150
355,165
347,180
355,195
347,210
355,225
347,240
355,255
347,270
355,285
347,300
355,315
347,330
355,345
347,360
355,375
347,390
355,405
347,420
355,435
347,450
355,465
347,480
355,495
364,0
372,15
364,30
372,45
364,60
372,75
364,90
372,105
364,120
372,135
364,150
372,165
364,180
372,195
364,210
372,225
364,240
372,255
364,270
372,285
364,300
372,315
364,330
372,345
364,360
372,375
364,390
372,405
364,420
372,435
364,450
372,465
364,480
372,495
382,0
390,15
382,30
390,45
382,60
390,75
382,90
390,105
382,120
390,135
382,150
390,165
382,180
390,195
382,210
390,225
382,240
390,255
382,270
390,285
382,300
390,315
382,330
390,345
382,360
390,375
382,390
390,405
382,420
390,435
382,450
390,465
382,480
390,495
399,0
407,15
399,30
407,45
399,60
407,75
399,90
407,105
399,120
407,135
399,150
407,165
399,180
407,195
399,210
407,225
399,240
407,255
399,270
407,285
399,300
407,315
399,330
407,345
399,360
407,375
399,390
407,405
399,420
407,435
399,450
407,465
399,480
407,495
416,0
424,15
416,30
424,45
416,60
424,75
416,90
424,105
416,120
424,135
416,150
424,165
416,180
424,195
416,210
424,225
416,240
424,255
416,270
424,285
416,300
424,315
416,330
424,345
416,360
424,375
416,390
424,405
416,420
424,435
416,450
424,465
416,480
424,495
434,0
442,15
434,30
442,45
434,60
442,75
434,90
442,105
434,120
442,135
434,150
442,165
434,180
442,195
434,210
442,225
434,240
442,255
434,270
442,285
434,300
442,315
434,330
442,345
434,360
442,375
434,390
442,405
434,420
442,435
434,450
442,465
434,480
442,495
451,0
459,15
451,30
459,45
451,60
459,75
451,90
459,105
451,120
459,135
451,150
459,165
451,180
459,195
451,210
459,225
451,240
459,255
451,270
459,285
451,300
459,315
451,330
459,345
451,360
459,375
451,390
459,405
451,420
459,435
451,450
459,465
451,480
459,495
468,0
476,15
468,30
476,45
468,60
476,75
468,90
476,105
468,120
476,135
468,150
476,165
468,180
476,195
468,210
476,225
468,240
476,255
468,270
476,285
468,300
476,315
468,330
476,345
468,360
476,375
468,390
476,405
468,420
476,435
468,450
476,465
468,480
476,495
485,0
493,15
485,30
493,45
485,60
493,75
485,90
493,105
485,120
493,135
485,150
493,165
485,180
493,195
485,210
493,225
485,240
493,255
485,270
493,285
485,300
493,315
485,330
493,345
485,360
493,375
485,390
493,405
485,420
493,435
485,450
493,465
485,480
493,495
